level,topic,title,dialogue_line
easy,dailylife0,A Black Screen,What happened before?
easy,dailylife0,A Black Screen,My hard drive crashed.
easy,dailylife0,A Black Screen,"Oh, no. That's bad news."
easy,dailylife0,A Black Screen,"It sure is, but I'm going to call HP first, just to make sure."
easy,dailylife0,A Black Screen,Will you lose all your files?
easy,dailylife0,A Black Screen,"No, I always back up my files."
easy,dailylife0,A Black Screen,You're smart.
easy,dailylife0,A New Hard Drive,I called HP about my computer.
easy,dailylife0,A New Hard Drive,What did they say?
easy,dailylife0,A New Hard Drive,They said I need a new hard drive.
easy,dailylife0,A New Hard Drive,That's too bad. How much is a new one?
easy,dailylife0,A New Hard Drive,"It's not too much, only about $85."
easy,dailylife0,A New Hard Drive,Plus installation?
easy,dailylife0,A New Hard Drive,"No, my hard drive is easy to remove and replace."
easy,dailylife0,A New Hard Drive,Really?
easy,dailylife0,A New Hard Drive,"Yes, it's just a couple of screws."
easy,dailylife0,A New Hard Drive,That's nice.
easy,dailylife0,A New Hard Drive,It's a lot better than paying someone $60.
easy,dailylife0,A New Hard Drive,"If my hard drive crashes, I'll just call you."
easy,dailylife0,Your Email Address,What's your email address?
easy,dailylife0,Your Email Address,It's bluedog123.
easy,dailylife0,Your Email Address,Bluedog123. Are you sure that's all?
easy,dailylife0,Your Email Address,Yes.
easy,dailylife0,Your Email Address,No. That's incomplete.
easy,dailylife0,Your Email Address,What do you mean?
easy,dailylife0,Your Email Address,What's your mailing address?
easy,dailylife0,Your Email Address,"456 Cherry Drive, Pasadena, CA 91170."
easy,dailylife0,Your Email Address,That's correct.
easy,dailylife0,Your Email Address,So what's the problem?
easy,dailylife0,Your Email Address,"Bluedog123 is just the street. You have to give me the city, state, and ZIP code."
easy,dailylife0,Your Email Address,"Oh, I get it. My email address is bluedog123@yahoo.com."
easy,dailylife0,Time for a Nap,I'm going to take a nap.
easy,dailylife0,Time for a Nap,You should unplug the phone.
easy,dailylife0,Time for a Nap,That's a good idea.
easy,dailylife0,Time for a Nap,Do you want me to wake you in an hour?
easy,dailylife0,Time for a Nap,"No, thanks. Just let me sleep until I wake up."
easy,dailylife0,Time for a Nap,I'll start dinner at 6:00.
easy,dailylife0,Time for a Nap,Okay. I think I'll be awake by then.
easy,dailylife0,Time for a Nap,"If not, your nose will wake you up."
easy,dailylife0,Time for a Nap,You mean I will smell the food cooking?
easy,dailylife0,Time for a Nap,You might even dream about dinner.
easy,dailylife0,Time for a Nap,I don't think I'm going to dream about anything. I'm really tired.
easy,dailylife0,Time for a Nap,Have a nice nap.
easy,dailylife0,Thinking about His Funeral,That was a nice funeral.
easy,dailylife0,Thinking about His Funeral,"Yes, dad, it was."
easy,dailylife0,Thinking about His Funeral,The son gave a nice speech about his father.
easy,dailylife0,Thinking about His Funeral,"It was long, too."
easy,dailylife0,Thinking about His Funeral,I think it was about 45 minutes long.
easy,dailylife0,Thinking about His Funeral,But it went by fast. It was interesting.
easy,dailylife0,Thinking about His Funeral,I liked it.
easy,dailylife0,Thinking about His Funeral,"I'll give you a speech like that, too."
easy,dailylife0,Thinking about His Funeral,Do you think anyone will come to my funeral?
easy,dailylife0,Thinking about His Funeral,Of course.
easy,dailylife0,Thinking about His Funeral,I think only the family will be there.
easy,dailylife0,Thinking about His Funeral,"You have lots of friends. They will be there, too!"
easy,dailylife0,The Elephant,Yikes! What was that noise?
easy,dailylife0,The Elephant,I had to blow my nose.
easy,dailylife0,The Elephant,Did you have to blow right next to the phone?
easy,dailylife0,The Elephant,Did you hear that?
easy,dailylife0,The Elephant,Of course I heard that. I thought a plane had crashed into your house.
easy,dailylife0,The Elephant,It wasn't that loud.
easy,dailylife0,The Elephant,"I will blow my nose sometime for you, and you'll see."
easy,dailylife0,The Elephant,Okay. I'll take your word for it.
easy,dailylife0,The Elephant,I thought you had an elephant in your house.
easy,dailylife0,The Elephant,You're funny.
easy,dailylife0,The Elephant,What did you say? I think I've gone deaf.
easy,dailylife0,The Elephant,I'm going into the bathroom to blow my nose. I'll be right back.
easy,dailylife0,You Can Have Some of My Friends,I have lots of friends.
easy,dailylife0,You Can Have Some of My Friends,Really? How many do you have?
easy,dailylife0,You Can Have Some of My Friends,"I don't know, maybe one hundred."
easy,dailylife0,You Can Have Some of My Friends,That is a lot of friends. Do you have a best friend?
easy,dailylife0,You Can Have Some of My Friends,Of course. I have lots of best friends.
easy,dailylife0,You Can Have Some of My Friends,How many best friends do you have?
easy,dailylife0,You Can Have Some of My Friends,I think about twenty-five.
easy,dailylife0,You Can Have Some of My Friends,Hmm. I have only one best friend.
easy,dailylife0,You Can Have Some of My Friends,I feel sorry for you.
easy,dailylife0,You Can Have Some of My Friends,I have only a few friends.
easy,dailylife0,You Can Have Some of My Friends,You must be lonely. I will share my friends with you.
easy,dailylife0,You Can Have Some of My Friends,That's very nice of you.
easy,dailylife0,"If You Cheat, You Will Die",Don't you ever cheat on me.
easy,dailylife0,"If You Cheat, You Will Die",Why would I do that?
easy,dailylife0,"If You Cheat, You Will Die",Because men like to cheat.
easy,dailylife0,"If You Cheat, You Will Die","Some men do, but not me."
easy,dailylife0,"If You Cheat, You Will Die",I'm watching you.
easy,dailylife0,"If You Cheat, You Will Die",I'm an open book. Watch me all you want.
easy,dailylife0,"If You Cheat, You Will Die","If I catch you, you'll be sorry."
easy,dailylife0,"If You Cheat, You Will Die","You won't catch me, because I love you. I'm not a cheater."
easy,dailylife0,"If You Cheat, You Will Die",I will poke your eyes out.
easy,dailylife0,"If You Cheat, You Will Die",I don't want any other woman.
easy,dailylife0,"If You Cheat, You Will Die","I will chop your toes off, one by one."
easy,dailylife0,"If You Cheat, You Will Die","Honey, please. You're the only woman for me, forever. I swear it."
easy,dailylife0,Let's Not Go Out,I hate to go outside.
easy,dailylife0,Let's Not Go Out,Me too.
easy,dailylife0,Let's Not Go Out,Why do you hate to go outside?
easy,dailylife0,Let's Not Go Out,I meet too many jerks.
easy,dailylife0,Let's Not Go Out,I agree.
easy,dailylife0,Let's Not Go Out,This city is full of jerks.
easy,dailylife0,Let's Not Go Out,Rude people are everywhere.
easy,dailylife0,Let's Not Go Out,But what can you do?
easy,dailylife0,Let's Not Go Out,You can yell at them.
easy,dailylife0,Let's Not Go Out,And they will yell back at you.
easy,dailylife0,Let's Not Go Out,Yelling doesn't do any good.
easy,dailylife0,Let's Not Go Out,No. The best thing to do is just stay home.
easy,dailylife0,Fill Out the Form,Will you look at this form?
easy,dailylife0,Fill Out the Form,Are you having problems with it?
easy,dailylife0,Fill Out the Form,I don't understand some things.
easy,dailylife0,Fill Out the Form,Let me help you.
easy,dailylife0,Fill Out the Form,"What does ""MI"" mean?"
easy,dailylife0,Fill Out the Form,"""MI"" stands for Middle Initial."
easy,dailylife0,Fill Out the Form,"What does ""MM/DD/YY"" mean?"
easy,dailylife0,Fill Out the Form,That means Month/Day/Year. Use numbers.
easy,dailylife0,Fill Out the Form,I don't understand.
easy,dailylife0,Fill Out the Form,"For example, if your birth date is January 12, 1987, write 01/12/87."
easy,dailylife0,Fill Out the Form,Oh. That's simple enough.
easy,dailylife0,Fill Out the Form,"Always print clearly, and fill in the bubbles completely."
easy,dailylife0,The Animal Shelter,Let's go to the animal shelter.
easy,dailylife0,The Animal Shelter,What do you want to do?
easy,dailylife0,The Animal Shelter,I want to get a puppy for my son.
easy,dailylife0,The Animal Shelter,That will make him so happy.
easy,dailylife0,The Animal Shelter,I'll get him one of those little dogs.
easy,dailylife0,The Animal Shelter,One that won't grow up too big.
easy,dailylife0,The Animal Shelter,And eat too much.
easy,dailylife0,The Animal Shelter,Do you know which one he would like?
easy,dailylife0,The Animal Shelter,"Oh, yes, I took him there yesterday. He showed me one that he really liked."
easy,dailylife0,The Animal Shelter,I bet you had to drag him away.
easy,dailylife0,The Animal Shelter,He wanted to take it home yesterday.
easy,dailylife0,The Animal Shelter,I wonder what he'll name it.
easy,dailylife0,Is It Raining?,What's the weather like?
easy,dailylife0,Is It Raining?,I don't know. I just woke up.
easy,dailylife0,Is It Raining?,Why don't you look outside?
easy,dailylife0,Is It Raining?,Okay. It looks like rain.
easy,dailylife0,Is It Raining?,Why do you say that?
easy,dailylife0,Is It Raining?,The sky is gray.
easy,dailylife0,Is It Raining?,Is it raining right now?
easy,dailylife0,Is It Raining?,No.
easy,dailylife0,Is It Raining?,How do you know?
easy,dailylife0,Is It Raining?,The street isn't wet.
easy,dailylife0,Is It Raining?,I have to go shopping today.
easy,dailylife0,Is It Raining?,You'd better take an umbrella.
easy,dailylife0,It's So Hot,I can't believe how hot it is.
easy,dailylife0,It's So Hot,It's not even noon yet.
easy,dailylife0,It's So Hot,That means it will get hotter.
easy,dailylife0,It's So Hot,I am dying from the heat.
easy,dailylife0,It's So Hot,Turn on the air conditioner.
easy,dailylife0,It's So Hot,It doesn't work.
easy,dailylife0,It's So Hot,What happened?
easy,dailylife0,It's So Hot,I don't know.
easy,dailylife0,It's So Hot,Did you call the repairman?
easy,dailylife0,It's So Hot,Of course.
easy,dailylife0,It's So Hot,When is he coming?
easy,dailylife0,It's So Hot,He's busy. He said next week.
easy,dailylife0,A Snowman,I'll be glad when winter comes.
easy,dailylife0,A Snowman,Why is that?
easy,dailylife0,A Snowman,Because I love the snow.
easy,dailylife0,A Snowman,"Yes, the snow is fun."
easy,dailylife0,A Snowman,Last year we made a big snowman.
easy,dailylife0,A Snowman,How big was it?
easy,dailylife0,A Snowman,It was seven feet tall.
easy,dailylife0,A Snowman,How long did it take?
easy,dailylife0,A Snowman,It took us all day.
easy,dailylife0,A Snowman,Did you give him a nose?
easy,dailylife0,A Snowman,Of course. We gave him a big carrot for a nose.
easy,dailylife0,A Snowman,Let me help you make one this year.
easy,dailylife0,The ATM,I'm going to the bank.
easy,dailylife0,The ATM,What do you need to do?
easy,dailylife0,The ATM,I need to withdraw some money.
easy,dailylife0,The ATM,How are you going to do that?
easy,dailylife0,The ATM,I'll just use the ATM.
easy,dailylife0,The ATM,What's that?
easy,dailylife0,The ATM,It's the Automatic Teller Machine.
easy,dailylife0,The ATM,It gives you money?
easy,dailylife0,The ATM,I just insert my debit card into the machine.
easy,dailylife0,The ATM,And it gives you money?
easy,dailylife0,The ATM,"Well, it gives me money, but it's my own money."
easy,dailylife0,The ATM,Oh. What good is that? I thought it gave you free money.
easy,dailylife0,Move the Blue Bin,Did you put the blue bin out on the street?
easy,dailylife0,Move the Blue Bin,"Oh, no. I forgot."
easy,dailylife0,Move the Blue Bin,"Well, you'd better take it out front."
easy,dailylife0,Move the Blue Bin,What time does the recycle truck come by?
easy,dailylife0,Move the Blue Bin,"It usually gets here at noon on Tuesday, which is tomorrow."
easy,dailylife0,Move the Blue Bin,I'll just take it out to the street tomorrow morning.
easy,dailylife0,Move the Blue Bin,"Oh, no, you don't."
easy,dailylife0,Move the Blue Bin,What do you mean?
easy,dailylife0,Move the Blue Bin,Every morning you get up late and rush off to work late.
easy,dailylife0,Move the Blue Bin,Do you think I'll forget to do it?
easy,dailylife0,Move the Blue Bin,"You'll remember to do it, but you won't have time to do it."
easy,dailylife0,Move the Blue Bin,"Okay, I'll take it out front right now."
easy,dailylife0,Digital TV,Are you ready?
easy,dailylife0,Digital TV,Ready for what?
easy,dailylife0,Digital TV,Ready for the big switch.
easy,dailylife0,Digital TV,What are you talking about?
easy,dailylife0,Digital TV,The nation is switching to digital TV.
easy,dailylife0,Digital TV,Oh. Of course I'm ready.
easy,dailylife0,Digital TV,Did you buy the converter?
easy,dailylife0,Digital TV,"No, I don't need a converter because I bought a digital TV."
easy,dailylife0,Digital TV,How much was that?
easy,dailylife0,Digital TV,It was only about $120 for a 13-inch screen.
easy,dailylife0,Digital TV,Does it pick up any digital channels?
easy,dailylife0,Digital TV,"Oh, yes. I get six Korean channels but nothing in English!"
easy,dailylife0,Just Shoot Me,People are funny.
easy,dailylife0,Just Shoot Me,They sure are.
easy,dailylife0,Just Shoot Me,Did you hear about the pilot?
easy,dailylife0,Just Shoot Me,The one that stole a small plane?
easy,dailylife0,Just Shoot Me,"Yes, he stole a plane in Canada and flew into the U.S."
easy,dailylife0,Just Shoot Me,Did they catch him?
easy,dailylife0,Just Shoot Me,"Yes. After two U.S. fighter jets followed him for an hour, he landed on a highway."
easy,dailylife0,Just Shoot Me,Did he crash?
easy,dailylife0,Just Shoot Me,"No, he just landed the plane and walked to a restaurant."
easy,dailylife0,Just Shoot Me,Did the cops find out why he flew into the U.S.?
easy,dailylife0,Just Shoot Me,His life sucked. He was hoping a fighter jet would shoot him down.
easy,dailylife0,Just Shoot Me,Poor guy.
easy,dailylife0,Don't Be a Racist,The police need our help finding a robber.
easy,dailylife0,Don't Be a Racist,How do you know?
easy,dailylife0,Don't Be a Racist,The TV news is reporting a bank robbery.
easy,dailylife0,Don't Be a Racist,Do they know what the robber looks like?
easy,dailylife0,Don't Be a Racist,"Yes, he's 6 feet tall, 200 pounds, black hair, and about 30 years old."
easy,dailylife0,Don't Be a Racist,What race is he?
easy,dailylife0,Don't Be a Racist,They didn't say.
easy,dailylife0,Don't Be a Racist,The TV news doesn't tell us the race anymore.
easy,dailylife0,Don't Be a Racist,Of course not. That would be racist.
easy,dailylife0,Don't Be a Racist,But how can we identify someone if we don't know their race?
easy,dailylife0,Don't Be a Racist,Don't ask me.
easy,dailylife0,Don't Be a Racist,"Then they also shouldn't tell us if the robber is male or female, because that is sexist."
easy,dailylife0,Use a Tissue,Don't wipe your nose on your sleeve.
easy,dailylife0,Use a Tissue,But I don't have a tissue.
easy,dailylife0,Use a Tissue,Then go find a tissue in the bathroom.
easy,dailylife0,Use a Tissue,I didn't have time to get one from there.
easy,dailylife0,Use a Tissue,Your sleeves are not tissues.
easy,dailylife0,Use a Tissue,"But Mom, all my friends use their sleeves."
