topic,title,dialogue_line
dailylife0,Thinking about His Funeral,"You have lots of friends. They will be there, too!"
dailylife0,The Elephant,Yikes! What was that noise?
dailylife0,The Elephant,I had to blow my nose.
dailylife0,The Elephant,Did you have to blow right next to the phone?
dailylife0,The Elephant,Did you hear that?
dailylife0,The Elephant,Of course I heard that. I thought a plane had crashed into your house.
dailylife0,The Elephant,It wasn't that loud.
dailylife0,The Elephant,"I will blow my nose sometime for you, and you'll see."
dailylife0,The Elephant,Okay. I'll take your word for it.
dailylife0,The Elephant,I thought you had an elephant in your house.
dailylife0,The Elephant,You're funny.
dailylife0,The Elephant,What did you say? I think I've gone deaf.
dailylife0,The Elephant,I'm going into the bathroom to blow my nose. I'll be right back.
dailylife0,You Can Have Some of My Friends,I have lots of friends.
dailylife0,You Can Have Some of My Friends,Really? How many do you have?
dailylife0,You Can Have Some of My Friends,"I don't know, maybe one hundred."
dailylife0,You Can Have Some of My Friends,That is a lot of friends. Do you have a best friend?
dailylife0,You Can Have Some of My Friends,Of course. I have lots of best friends.
dailylife0,You Can Have Some of My Friends,How many best friends do you have?
dailylife0,You Can Have Some of My Friends,I think about twenty-five.
dailylife0,You Can Have Some of My Friends,Hmm. I have only one best friend.
dailylife0,You Can Have Some of My Friends,I feel sorry for you.
dailylife0,You Can Have Some of My Friends,I have only a few friends.
dailylife0,You Can Have Some of My Friends,You must be lonely. I will share my friends with you.
dailylife0,You Can Have Some of My Friends,That's very nice of you.
dailylife0,"If You Cheat, You Will Die",Don't you ever cheat on me.
dailylife0,"If You Cheat, You Will Die",Why would I do that?
dailylife0,"If You Cheat, You Will Die",Because men like to cheat.
dailylife0,"If You Cheat, You Will Die","Some men do, but not me."
dailylife0,"If You Cheat, You Will Die",I'm watching you.
dailylife0,"If You Cheat, You Will Die",I'm an open book. Watch me all you want.
dailylife0,"If You Cheat, You Will Die","If I catch you, you'll be sorry."
dailylife0,"If You Cheat, You Will Die","You won't catch me, because I love you. I'm not a cheater."
dailylife0,"If You Cheat, You Will Die",I will poke your eyes out.
dailylife0,"If You Cheat, You Will Die",I don't want any other woman.
dailylife0,"If You Cheat, You Will Die","I will chop your toes off, one by one."
dailylife0,"If You Cheat, You Will Die","Honey, please. You're the only woman for me, forever. I swear it."
dailylife0,Let's Not Go Out,I hate to go outside.
dailylife0,Let's Not Go Out,Me too.
dailylife0,Let's Not Go Out,Why do you hate to go outside?
dailylife0,Let's Not Go Out,I meet too many jerks.
dailylife0,Let's Not Go Out,I agree.
dailylife0,Let's Not Go Out,This city is full of jerks.
dailylife0,Let's Not Go Out,Rude people are everywhere.
dailylife0,Let's Not Go Out,But what can you do?
dailylife0,Let's Not Go Out,You can yell at them.
dailylife0,Let's Not Go Out,And they will yell back at you.
dailylife0,Let's Not Go Out,Yelling doesn't do any good.
dailylife0,Let's Not Go Out,No. The best thing to do is just stay home.
dailylife0,Fill Out the Form,Will you look at this form?
dailylife0,Fill Out the Form,Are you having problems with it?
dailylife0,Fill Out the Form,I don't understand some things.
dailylife0,Fill Out the Form,Let me help you.
dailylife0,Fill Out the Form,"What does ""MI"" mean?"
dailylife0,Fill Out the Form,"""MI"" stands for Middle Initial."
dailylife0,Fill Out the Form,"What does ""MM/DD/YY"" mean?"
dailylife0,Fill Out the Form,That means Month/Day/Year. Use numbers.
dailylife0,Fill Out the Form,I don't understand.
dailylife0,Fill Out the Form,"For example, if your birth date is January 12, 1987, write 01/12/87."
dailylife0,Fill Out the Form,Oh. That's simple enough.
dailylife0,Fill Out the Form,"Always print clearly, and fill in the bubbles completely."
dailylife0,The Animal Shelter,Let's go to the animal shelter.
dailylife0,The Animal Shelter,What do you want to do?
dailylife0,The Animal Shelter,I want to get a puppy for my son.
dailylife0,The Animal Shelter,That will make him so happy.
dailylife0,The Animal Shelter,I'll get him one of those little dogs.
dailylife0,The Animal Shelter,One that won't grow up too big.
dailylife0,The Animal Shelter,And eat too much.
dailylife0,The Animal Shelter,Do you know which one he would like?
dailylife0,The Animal Shelter,"Oh, yes, I took him there yesterday. He showed me one that he really liked."
dailylife0,The Animal Shelter,I bet you had to drag him away.
dailylife0,The Animal Shelter,He wanted to take it home yesterday.
dailylife0,The Animal Shelter,I wonder what he'll name it.
dailylife0,Is It Raining?,What's the weather like?
dailylife0,Is It Raining?,I don't know. I just woke up.
dailylife0,Is It Raining?,Why don't you look outside?
dailylife0,Is It Raining?,Okay. It looks like rain.
dailylife0,Is It Raining?,Why do you say that?
dailylife0,Is It Raining?,The sky is gray.
dailylife0,Is It Raining?,Is it raining right now?
dailylife0,Is It Raining?,No.
dailylife0,Is It Raining?,How do you know?
dailylife0,Is It Raining?,The street isn't wet.
dailylife0,Is It Raining?,I have to go shopping today.
dailylife0,Is It Raining?,You'd better take an umbrella.
dailylife0,It's So Hot,I can't believe how hot it is.
dailylife0,It's So Hot,It's not even noon yet.
dailylife0,It's So Hot,That means it will get hotter.
dailylife0,It's So Hot,I am dying from the heat.
dailylife0,It's So Hot,Turn on the air conditioner.
dailylife0,It's So Hot,It doesn't work.
dailylife0,It's So Hot,What happened?
dailylife0,It's So Hot,I don't know.
dailylife0,It's So Hot,Did you call the repairman?
dailylife0,It's So Hot,Of course.
dailylife0,It's So Hot,When is he coming?
dailylife0,It's So Hot,He's busy. He said next week.
dailylife0,A Snowman,I'll be glad when winter comes.
dailylife0,A Snowman,Why is that?
dailylife0,A Snowman,Because I love the snow.
dailylife0,A Snowman,"Yes, the snow is fun."
dailylife0,A Snowman,Last year we made a big snowman.
dailylife0,A Snowman,How big was it?
dailylife0,A Snowman,It was seven feet tall.
dailylife0,A Snowman,How long did it take?
dailylife0,A Snowman,It took us all day.
dailylife0,A Snowman,Did you give him a nose?
dailylife0,A Snowman,Of course. We gave him a big carrot for a nose.
dailylife0,A Snowman,Let me help you make one this year.
dailylife0,The ATM,I'm going to the bank.
dailylife0,The ATM,What do you need to do?
dailylife0,The ATM,I need to withdraw some money.
dailylife0,The ATM,How are you going to do that?
dailylife0,The ATM,I'll just use the ATM.
dailylife0,The ATM,What's that?
dailylife0,The ATM,It's the Automatic Teller Machine.
dailylife0,The ATM,It gives you money?
dailylife0,The ATM,I just insert my debit card into the machine.
dailylife0,The ATM,And it gives you money?
dailylife0,The ATM,"Well, it gives me money, but it's my own money."
dailylife0,The ATM,Oh. What good is that? I thought it gave you free money.
dailylife0,Move the Blue Bin,Did you put the blue bin out on the street?
dailylife0,Move the Blue Bin,"Oh, no. I forgot."
dailylife0,Move the Blue Bin,"Well, you'd better take it out front."
dailylife0,Move the Blue Bin,What time does the recycle truck come by?
dailylife0,Move the Blue Bin,"It usually gets here at noon on Tuesday, which is tomorrow."
dailylife0,Move the Blue Bin,I'll just take it out to the street tomorrow morning.
dailylife0,Move the Blue Bin,"Oh, no, you don't."
dailylife0,Move the Blue Bin,What do you mean?
dailylife0,Move the Blue Bin,Every morning you get up late and rush off to work late.
dailylife0,Move the Blue Bin,Do you think I'll forget to do it?
dailylife0,Move the Blue Bin,"You'll remember to do it, but you won't have time to do it."
dailylife0,Move the Blue Bin,"Okay, I'll take it out front right now."
dailylife0,Digital TV,Are you ready?
dailylife0,Digital TV,Ready for what?
dailylife0,Digital TV,Ready for the big switch.
dailylife0,Digital TV,What are you talking about?
dailylife0,Digital TV,The nation is switching to digital TV.
dailylife0,Digital TV,Oh. Of course I'm ready.
dailylife0,Digital TV,Did you buy the converter?
dailylife0,Digital TV,"No, I don't need a converter because I bought a digital TV."
dailylife0,Digital TV,How much was that?
dailylife0,Digital TV,It was only about $120 for a 13-inch screen.
dailylife0,Digital TV,Does it pick up any digital channels?
dailylife0,Digital TV,"Oh, yes. I get six Korean channels but nothing in English!"
dailylife0,Just Shoot Me,People are funny.
dailylife0,Just Shoot Me,They sure are.
dailylife0,Just Shoot Me,Did you hear about the pilot?
dailylife0,Just Shoot Me,The one that stole a small plane?
dailylife0,Just Shoot Me,"Yes, he stole a plane in Canada and flew into the U.S."
dailylife0,Just Shoot Me,Did they catch him?
dailylife0,Just Shoot Me,"Yes. After two U.S. fighter jets followed him for an hour, he landed on a highway."
dailylife0,Just Shoot Me,Did he crash?
dailylife0,Just Shoot Me,"No, he just landed the plane and walked to a restaurant."
dailylife0,Just Shoot Me,Did the cops find out why he flew into the U.S.?
dailylife0,Just Shoot Me,His life sucked. He was hoping a fighter jet would shoot him down.
dailylife0,Just Shoot Me,Poor guy.
dailylife0,Don't Be a Racist,The police need our help finding a robber.
dailylife0,Don't Be a Racist,How do you know?
dailylife0,Don't Be a Racist,The TV news is reporting a bank robbery.
dailylife0,Don't Be a Racist,Do they know what the robber looks like?
dailylife0,Don't Be a Racist,"Yes, he's 6 feet tall, 200 pounds, black hair, and about 30 years old."
dailylife0,Don't Be a Racist,What race is he?
dailylife0,Don't Be a Racist,They didn't say.
dailylife0,Don't Be a Racist,The TV news doesn't tell us the race anymore.
dailylife0,Don't Be a Racist,Of course not. That would be racist.
dailylife0,Don't Be a Racist,But how can we identify someone if we don't know their race?
dailylife0,Don't Be a Racist,Don't ask me.
dailylife0,Don't Be a Racist,"Then they also shouldn't tell us if the robber is male or female, because that is sexist."
dailylife0,Use a Tissue,Don't wipe your nose on your sleeve.
dailylife0,Use a Tissue,But I don't have a tissue.
dailylife0,Use a Tissue,Then go find a tissue in the bathroom.
dailylife0,Use a Tissue,I didn't have time to get one from there.
dailylife0,Use a Tissue,Your sleeves are not tissues.
dailylife0,Use a Tissue,"But Mom, all my friends use their sleeves."
dailylife0,Use a Tissue,That doesn't make it right.
dailylife0,Use a Tissue,I saw Dad wipe his nose on his sleeve yesterday.
dailylife0,Use a Tissue,I will talk to your father about that.
dailylife0,Use a Tissue,I bet Dad did it all the time when he was my age.
dailylife0,Use a Tissue,Your daddy was a good little boy.
dailylife0,Use a Tissue,"How do you know? Were you his mommy, too?"
dailylife0,Two Little Ones,I'm worried.
dailylife0,Two Little Ones,Worried about what?
dailylife0,Two Little Ones,I'm getting married.
dailylife0,Two Little Ones,"You should be happy, not worried."
dailylife0,Two Little Ones,"I am happy, but marriage is a lot of responsibility."
dailylife0,Two Little Ones,"Yes, you have to take care of your wife."
dailylife0,Two Little Ones,And I have to take care of our children.
dailylife0,Two Little Ones,Are you going to start a family?
dailylife0,Two Little Ones,Yes. We want to have a little boy and a little girl.
dailylife0,Two Little Ones,That sounds wonderful.
dailylife0,Two Little Ones,Except we can't afford it!
dailylife0,Two Little Ones,No wonder you're worried.
dailylife0,But Is It Art?,I don't get art.
dailylife0,But Is It Art?,Or artists.
dailylife0,But Is It Art?,They're in a different world.
dailylife0,But Is It Art?,I saw a painting of a jar that was full of pencils.
dailylife0,But Is It Art?,The artist said the jar was both full and empty.
dailylife0,But Is It Art?,But it was full of pencils! How could he say it was empty?
dailylife0,But Is It Art?,Artists see things differently.
dailylife0,But Is It Art?,Did you ever see anything that Picasso painted?
dailylife0,But Is It Art?,Of course! He's world famous.
dailylife0,But Is It Art?,Did he ever take art lessons?
dailylife0,But Is It Art?,I can't believe it. I drew paintings like that in third grade.
dailylife0,But Is It Art?,Where are they? Maybe they are worth millions.
dailylife0,Life Is for Living,What's the point?
dailylife0,Life Is for Living,The point of what?
dailylife0,Life Is for Living,Of living.
dailylife0,Life Is for Living,"Who knows? You live, and then you die."
dailylife0,Life Is for Living,We must be here for some reason.
dailylife0,Life Is for Living,Maybe we're here to have fun.
dailylife0,Life Is for Living,Then why aren't I having fun?
dailylife0,Life Is for Living,Because you're thinking too much.
dailylife0,Life Is for Living,So I should stop thinking?
dailylife0,Life Is for Living,Stop thinking about what the point is.
dailylife0,Life Is for Living,Okay. I'll start thinking about having some fun.
dailylife0,Life Is for Living,Just be patient. Fun doesn't come along every five minutes.
dailylife0,A Tough Choice,Beer is a powerful drug.
dailylife0,A Tough Choice,So are cigarettes.
dailylife0,A Tough Choice,Which would you prefer?
dailylife0,A Tough Choice,What do you mean?
dailylife0,A Tough Choice,"When you die and go to heaven, they will offer you beer or cigarettes."
dailylife0,A Tough Choice,I could pick only one or the other?
dailylife0,A Tough Choice,"Yes. Nothing's perfect, not even in heaven."
dailylife0,A Tough Choice,"Boy, that's a tough one."
dailylife0,A Tough Choice,"What's so tough about it? Of course, I would pick cigarettes."
dailylife0,A Tough Choice,But cigarettes taste much better when you have a cold beer.
dailylife0,A Tough Choice,"Well, you can't have everything."
dailylife0,A Tough Choice,I don't think I want to go to your heaven.
dailylife0,Patch It or Sew It?,My pants have a hole in the front pocket.
dailylife0,Patch It or Sew It?,You shouldn't carry pens in your pocket.
